Word,Count
gagaartisticchameleon,1
#ladygaga,1
527,2
soulful,1
"adele,",1
"freely,",1
moved,1
'hello'.,1
adelemelodytearjerker,1
#adelemelodies,1
528,2
confetti,1
katy,1
perry,1
colorful,1
22-06-2020,1
katyperrycolorexplosion,1
#colorful,1
#katyperry,1
529,2
audience,2
jay-z,1
"performance,",1
'empire,1
mind',1
become,1
anthem,1
pride.,1
20:15,6
jayzempirelistener,1
#jayzanthem,1
530,2
shakira's,1
rhythmic,1
"beats,",1
hips,1
hypnotic,2
'hips,1
don't,1
lie'.,1
shakirahipsdancer,1
#hypnotic,1
#shakirarhythms,1
colombia,1
531,2
u2,1
anthemic,1
'with,1
or,1
without,3
u2connectionseeker,1
#connection,1
#u2anthem,1
ireland,1
532,2
guns,1
n',1
roses,1
iconic,2
riffs,1
'sweet,1
child,1
o',1
mine',1
10-12-2018,1
gunsnrosesriffrockstar,1
#iconic,1
#gnrconcert,1
533,2
ariana,1
grande,1
notes,1
'into,1
euphoric,1
arianaeuphoriachaser,1
#arianagrande,1
534,2
reggae,1
bob,1
marley's,1
chord,1
jamaica's,1
05-03-2020,1
marleyreggaetraveler,1
#journey,1
#bobmarleytribute,1
jamaica,1
535,2
spellbinding,1
plot,1
"twists,",1
"applauds,",1
premiere.,1
12-10-2018,1
movieenthusiastpremiereattendee,1
#moviepremierethrills,1
536,2
credits,2
"roll,",2
profound,2
washes,2
reminiscent,1
classic,2
films.,1
25-06-2019,2
filmlovernostalgiaseeker,1
#classicfilmmoments,1
537,2
streaming,1
latest,4
"series,",2
viewer,5
engrossed,1
characters',1
empathy.,1
engagement,2
webseriesviewercharacterconnection,1
#engagement,1
#webseriesjourney,1
538,2
film,1
"festival,",3
indie,1
filmmaker's,1
creation,1
receives,1
"ovation,",1
evoking,2
18-09-2017,1
indiefilmmakerfestivalsuccess,1
#indiefilmsuccess,1
539,2
heartwarming,3
"drama,",1
freely,1
characters,2
overcome,2
glow.,1
touched,1
dramaenthusiastheartwarmingmoments,1
#touched,1
#familydramamoments,1
540,2
"oscars,",1
actor,1
graciously,1
accepts,1
"award,",1
radiating,1
recognition,2
their,8
outstanding,1
performance.,1
28-02-2016,1
awardwinningactoroscarsrecipient,1
#oscarwinningmoment,1
541,2
"documentaries,",1
enlightened,1
"inspired,",1
renewed,3
curiosity.,1
20-04-2022,1
documentaryenthusiasthiddengemfinder,1
#hiddengemdiscovery,1
542,2
experiences,3
mix,1
"contemplation,",1
pondering,1
meanings,1
woven,1
storyline.,1
05-11-2019,1
filmbuffcontemplativeviewer,1
#deepmeanings,1
543,2
binge-watching,2
crime,1
suspense,3
keeps,1
edge,3
"seat,",1
adrenaline.,1
12-07-2015,1
crimeseriesenthusiastthrillseeker,1
#suspense,1
#crimeseriesthrills,1
544,2
scene,1
"unfolds,",3
cinematic,2
fulfilling,1
ending.,1
10-09-2020,1
filmcriticsatisfactionseeker,1
#fulfillingending,1
545,2
"cup,",1
nation,1
erupts,2
united,1
triumph,2
football,1
team.,3
15-07-2018,1
footballfanworldcupcelebration,1
#worldcuptriumph,1
546,2
"olympics,",1
athlete's,1
perseverance,1
shines,1
"through,",1
earning,1
gold,1
medal,1
inspiring,1
generation,1
remarkable,1
achievement.,1
08-08-2020,1
olympicsenthusiastgoldmedalwinner,1
#olympicachievement,1
547,2
cricket,1
"championship,",3
nail-biting,1
finish,1
fans,5
"seats,",1
cricketfanchampionshipthrills,1
#cricketchampionship,1
548,2
witnessing,3
record-breaking,1
"marathon,",1
spectators,2
are,8
endurance,1
runners.,1
07-11-2021,1
marathonspectatorrecordbreaking,1
#marathonrecords,1
kenya,1
549,2
tennis,2
"slam,",1
fierce,1
rivalry,1
display,1
skill,1
sportsmanship,1
stage.,1
tennisenthusiastgrandslamdrama,1
#tennisrivalry,1
550,2
cheering,1
underdog,1
basketball,2
"finals,",2
applause,1
defies,1
odds,1
claim,1
championship,1
title.,1
basketballfanunderdogtriumph,1
#triumph,1
#basketballfinals,1
551,2
golf,2
"tournament,",3
golfer's,1
precision,1
focus,1
lead,2
stunning,1
"victory,",1
exceptional,1
10-04-2016,1
golfenthusiastprecisionvictory,1
#golfvictory,1
scotland,1
552,2
high-speed,1
formula,1
"race,",2
seats,1
drivers,1
compete,1
championship.,1
24-11-2019,1
f1fanhighspeedraceexcitement,1
#formula1championship,1
553,2
cycling,3
climber,1
conquers,1
"terrains,",1
symbolizing,1
odds.,1
28-09-2015,1
cyclingenthusiastworldchampion,1
#cyclingchampion,1
554,2
comeback,1
hockey,1
share,1
secures,1
adversity.,1
12-12-2020,1
hockeyfancomebackvictory,1
#heartwarming,1
#hockeyfinalscomeback,1
555,2
series,4
"defeats,",1
soccer,2
faces,2
find,2
silver,1
lining,1
season.,1
02-11-2019,1
soccerfanteamdefeats,1
#soccerdefeats,1
556,2
highly,1
anticipated,1
player,1
"setback,",1
shock,1
questioning,1
unforeseen,2
tennisenthusiastunexpectedsetback,1
#tennissetback,1
557,2
defeat,2
boxer,1
reflects,1
vowing,1
return,1
stronger,1
more,1
determined,3
next,1
bout.,1
boxingfanchampionshipdefeat,1
#boxingdefeat,1
558,2
tire,2
blowout,1
leads,1
"cyclist,",1
who,2
valiantly,1
tries,1
unexpected,5
obstacle.,1
obstacle,1
15-05-2017,1
cyclingenthusiasttireblowout,1
#obstacle,1
#cyclingfrustration,1
559,2
gymnast's,1
routine,2
sparks,1
sympathy,2
"audience,",1
highlighting,2
vulnerability,1
sports.,1
05-04-2021,1
gymnasticsfanroutinefall,1
#sympathy,1
#gymnasticsfall,1
560,2
crucial,2
putt,1
results,2
"defeat,",1
causing,1
golfer,1
high-stakes,1
competition.,2
20-08-2016,1
golfenthusiastmissedputt,1
#pressure,1
#golfdefeat,1
561,2
losses,1
"season,",1
grapples,1
"frustration,",2
tide,1
effort.,1
effort,2
12-02-2019,1
basketballfanteamlosses,1
#renewedeffort,1
#basketballstruggles,1
562,2
meticulous,1
"training,",1
swimmer,1
split-second,1
miscalculation,2
costs,1
them,1
race.,1
swimmingenthusiastracesetback,1
#miscalculation,1
#swimmingdisappointment,1
563,2
weightlifter's,1
failed,1
attempt,1
record,4
pushing,2
physical,1
limits.,1
weightliftingfanfailedrecord,1
#challenge,1
#weightliftingfailure,1
564,2
"match,",1
own,2
goal,1
"player,",1
teammates,1
console,1
encourage,1
them.,1
soccerplayerowngoalmoment,1
#owngoal,1
565,2
"colors,",1
10-07-2021,1
natureenthusiastsunsetwonder,1
#sunsetbeauty,1
566,2
spontaneous,1
"trip,",1
traveler,2
discovers,1
"gems,",1
will,1
be,4
lifetime.,1
travelenthusiastroadtripdiscovery,1
#roadtripmemories,1
567,2
bustling,3
café,1
sanctuary,1
"reflection,",1
brings,1
solace,2
mind.,2
15-03-2022,1
urbanexplorercafesolitude,1
#solace,1
#cafereflection,1
568,2
"neighborhood,",1
mural,2
tells,3
"story,",2
infusing,1
expression.,1
artenthusiaststreetartexploration,1
#streetartvibes,1
569,2
"science,",1
breakthrough,2
discovery,1
boundaries,1
opening,1
frontiers,1
exploration.,1
20-05-2020,1
scienceenthusiastdiscoverymoment,1
#breakthrough,1
#scientificdiscovery,1
570,2
"orchestra,",1
enthusiast,4
deep,1
musicloverliveorchestraexperience,1
#orchestramelody,1
571,2
"bread,",1
chef,2
finds,2
"baking,",1
delicious,2
baking,2
10-04-2023,1
17:15,1
homebakerdeliciousmemories,1
#joyinbaking,1
#homemadedelights,1
572,2
"museum,",2
history,2
envisioning,2
bygone,2
eras.,1
historybuffmuseumexploration,1
#envisioninghistory,1
#museumtales,1
573,2
"literature,",1
novel,1
transports,1
reader,2
"lands,",1
imagination,2
escape.,1
08-10-2021,1
bookwormcaptivatingnovelescape,1
#imagination,1
#literaryescape,1
574,2
capturing,6
essence,3
"market,",2
photographer,1
freezes,1
"time,",1
frame,1
unique,3
story.,2
vibrancy,1
22-03-2019,1
photographyenthusiastmarketmoments,1
#vibrancy,1
#marketstories,1
575,2
underneath,1
dancer,1
expresses,1
graceful,1
"movements,",1
mesmerizing,2
danceenthusiastcitynightperformance,1
#mesmerizing,1
#nightdanceperformance,1
576,2
food,1
connoisseur,1
indulges,1
diverse,2
aromas.,1
28-08-2019,1
foodiemarketstreetfoodexploration,1
#culinaryadventure,1
#streetfooddelights,1
thailand,1
577,2
snowflake,1
eagerly,1
prepares,1
season,1
frosty,1
"delights,",1
snow-covered,1
landscapes.,1
snowloverwinterenthusiast,1
#wintermagic,1
#snowylandscapes,1
578,2
mystery,1
unravels,1
clues,1
"secrets,",1
revelation.,1
mysterybookwormsuspensefulread,1
#thrillingjourney,1
#mysterynovel,1
579,2
flower,1
"garden,",3
nurtures,1
"blossoms,",1
ever-changing,1
canvas.,1
15-05-2020,1
gardeningenthusiastflowergarden,1
#naturesbeauty,1
#floraljoy,1
580,2
astronomy,2
"observatory,",1
"cosmos,",1
celestial,2
expanse.,1
22-09-2016,1
astronomyenthusiaststargazing,1
#celestialwonder,1
#stargazing,1
581,2
engulfed,1
brewed,1
"coffee,",1
writer,1
"sip,",1
prose.,1
coffeeloverwritersretreat,1
#creativeinspiration,1
#coffeejourney,1
582,2
"fashion,",1
designer,1
collection,1
blending,1
innovation,1
tradition,1
runway,2
creativity.,3
10-11-2015,2
fashionenthusiastdesignershowcase,1
#runwaycreativity,1
#fashioninnovation,1
583,2
crash,1
"shore,",1
surfer,1
embraces,1
ocean's,2
wave.,1
surfingenthusiastwaverider,1
#oceansfreedom,1
#surfingthrills,1
584,2
architecture,1
"era,",1
monument,1
past.,3
historyexplorerancientcitytour,1
#whispersofthepast,1
#historicaltour,1
585,2
avoided,1
eye,1
contact,1
crush,2
hallway.,1
mission,2
accomplished.,1
#teencrush,1
#stealthmode,1
20-05-2023,1
crushavoider,1
#crushstruggles,1
#avoidingeyecontact,1
586,2
ran,1
snacks,2
marathon.,2
crisis,1
level:,7
emergency!,1
#movienightstruggles,1
#teenproblems,2
21-05-2023,1
#snackcrisis,1
#teenlife,5
587,2
hour,1
choosing,1
perfect,4
filter,1
selfie.,1
struggle,1
aesthetic,1
real.,1
#selfiequeen,1
#teenvibes,1
22-05-2023,1
selfieaddict,1
#selfiestruggle,1
#teenconfessions,2
588,2
headphones,1
again.,1
how,2
do,2
they,1
vanish,1
thin,1
air?,1
#headphonemystery,1
23-05-2023,1
audioexplorer,1
#lostheadphones,1
589,2
decided,2
study,2
exams,1
ended,2
making,2
memes,1
studying,1
instead.,1
procrastination,1
expert.,1
#procrastinationnation,1
24-05-2023,1
memecreator,1
#studyingmemes,1
590,2
dressed,1
"day,",1
then,1
remembered,1
it's,4
saturday.,1
oops.,1
#weekendvibes,1
#teenstruggles,1
25-05-2023,1
fashionblunder,1
#weekendoops,1
#teenfashion,1
591,2
survived,2
group,4
any,1
drama.,1
miracles,1
happen.,1
#groupprojectsuccess,1
#teenachievements,1
26-05-2023,1
groupgenius,1
#teensuccess,1
#projectmiracle,1
592,2
entered,1
kitchen,1
intention,1
cook.,1
left,2
bag,1
chips.,1
"overrated,",1
anyway.,1
#masterchefintraining,1
#teenhumor,1
27-05-2023,1
chipexplorer,1
#teenchef,2
#cookingfail,1
593,2
staring,1
clock,1
"class,",2
bell,1
ring,1
most,3
exciting,1
event,5
#classcountdown,1
28-05-2023,1
excitementseeker,1
#classevent,1
#teenexcitement,1
594,2
discovered,1
whole,2
reading.,1
needs,1
"sleep,",1
anyway?,1
#bookwormlife,1
#latenightreading,1
29-05-2023,1
nightreader,1
#bookdiscoveries,1
#teenreading,1
595,2
bought,1
video,1
"game,",1
"hours,",1
forgot,1
eat.,1
ultimate,2
#gamerlife,1
#nofoodgaming,1
30-05-2023,1
#gameon,1
#teengamer,1
596,2
series.,1
productivity,1
zero.,1
#lazyday,1
#tvseriesmarathon,1
31-05-2023,1
lazywatcher,1
#bingewatchday,1
597,2
fashion,1
trends,1
shopping,1
spree.,1
#fashionista,1
#trendyteen,1
01-06-2023,1
trendexplorer,1
#fashiongoals,1
#teenstyle,1
598,2
learn,2
instrument.,1
one:,1
still,1
figure,1
hold,1
it.,1
#musicnovice,1
#learningjourney,1
02-06-2023,1
musicalexplorer,1
#instrumentlearning,1
#teenmusic,1
599,2
hours,3
playlist,1
mood.,1
therapy.,1
#playlistmaker,1
#teenmusiclover,1
03-06-2023,1
musicaficionado,1
#musictherapy,1
#teenplaylist,1
600,2
cooked,1
gourmet,1
meal,1
unlocked!,1
#chefmode,1
04-06-2023,1
#cookingsuccess,1
#teencook,1
601,2
spontaneously,1
booked,1
getaway.,1
awaits!,1
#travelbug,1
#weekendescape,1
05-06-2023,1
adventureseeker,1
#getawaygoals,1
#teentravel,1
602,2
attended,7
danced,2
#concertvibes,1
#danceallnight,1
06-06-2023,1
#musicmagic,1
#teenconcert,1
603,2
rediscovered,2
cartoons,1
had,2
nostalgia-filled,1
#cartoonnostalgia,1
#teenmemories,1
07-06-2023,1
nostalgiaexplorer,1
#childhoodmemories,1
#teencartoons,1
604,2
embarked,4
decor,1
let's,1
turns,1
better,1
last,1
#diyadventure,1
#teenhomedecor,1
08-06-2023,1
homedecorator,1
#diygoals,1
#teencreative,1
605,2
afternoon,2
pretending,1
cultured.,1
#museumday,1
#teenartlover,1
09-06-2023,1
#culturalday,1
#teencuriosity,1
606,2
started,6
random,1
musings.,1
blogging,1
diary.,1
#bloggerlife,1
#teenblogger,1
10-06-2023,1
thoughtfulblogger,1
#bloggingjourney,1
#teenthoughts,1
607,2
relishing,2
novel.,2
#booklover,1
#peacefulafternoon,1
11-06-2023,1
novelenthusiast,1
#quietmoments,1
#bookishescape,1
608,2
lifetime,2
wrinkle,1
aging.,1
#lifereflections,1
#beautyinaging,1
12-06-2023,1
wisesoul,1
#aginggracefully,1
609,2
too,1
late,1
discover,1
passions.,1
#digitalartistry,1
#latebloomer,1
13-06-2023,1
artadventurer,1
#artdiscovery,1
#seniorartist,2
610,2
#simplejoys,1
14-06-2023,1
homechefsenior,1
#happinessinfood,1
#seniorlife,1
611,2
language.,1
stays,1
young,1
word.,1
#nevertoolate,1
linguisticexplorer,1
#mindenrichment,1
#seniorlearning,2
612,2
classical,1
resonate.,1
transcends,1
generations.,1
#classicalmusic,1
#timelessmelodies,1
16-06-2023,1
musicconnoisseur,1
#musiclover,1
#seniorconcert,1
613,2
photography.,1
snapshot,2
treasure.,1
#naturephotography,2
#seniorphotographer,3
17-06-2023,1
photographysenior,1
#naturecapture,1
#seniormoments,1
614,2
reconnecting,1
"friendship,",1
companionship.,1
#companionship,1
18-06-2023,1
teatimesenior,1
#friendshipgoals,2
#seniorbonding,1
615,2
revisit,1
places,2
travel,2
#nostalgiatour,1
19-06-2023,1
roadtripsenior,1
#cherishedplaces,1
#seniortravel,2
616,2
joined,7
"choir,",1
harmonizing,1
fellow,2
voices.,1
bonds,1
withstand,1
#communitychoir,1
#harmonyinaging,1
20-06-2023,1
choirenthusiast,1
#musicharmony,1
#seniorvoices,1
617,2
"meditation,",1
#meditationjourney,1
#tranquilmind,1
21-06-2023,1
meditationsenior,1
#mindfulliving,1
#seniorcalm,1
618,2
stroll,1
appreciating,2
flowers.,1
cease.,1
#gardenwalk,1
#floralbeauty,1
22-06-2023,1
#naturewonders,1
#seniorgarden,1
619,2
vintage,2
"wine,",1
sip,1
story,3
gone,1
by.,1
cheers,2
well-lived.,2
#winelover,1
#vintagecheers,1
23-06-2023,1
wineconnoisseur,1
#lifewelllived,1
#seniorwine,1
620,2
participated,3
unleashing,1
years.,2
has,2
no,2
age,5
limit.,1
#artclass,1
#seniorartistry,1
24-06-2023,1
artisticsenior,1
#creativityatanyage,1
#seniorcreativity,2
621,2
writing,2
"memoir,",1
documenting,1
matters.,1
#memoirwriting,1
#seniorstories,1
25-06-2023,1
memoiristsenior,1
#lifetimeexperiences,1
#seniormemoir,1
622,2
lecture,1
"history,",1
always,2
fascinated,1
lifelong,2
#historylecture,1
26-06-2023,1
historyenthusiast,1
#lifetimeadventure,1
#seniorcuriosity,1
623,2
traditional,1
recipes.,1
"kitchen,",1
place,1
#familyrecipes,1
#seniorcooking,1
27-06-2023,1
familychefsenior,1
#kitchenmemories,1
#seniorculinary,1
624,2
photography,4
"club,",3
outdoors.,2
click,1
28-06-2023,1
naturephotographysenior,1
#outdoorbeauty,1
#seniorclicks,1
625,2
jazz,2
swayed,1
tunes.,1
"music,",3
#jazzconcert,1
#seniormusic,1
29-06-2023,1
jazzmusiclover,1
#timelesstunes,2
#seniorjazz,2
626,2
"group,",1
penning,1
reflections.,1
"writing,",1
depths,1
#writinggroup,1
#seniorwriter,1
30-06-2023,1
seniorwordsmith,1
#soulfulwriting,1
#seniorreflections,1
627,2
solo,1
pace.,1
#solotravel,1
#seniorexplorer,2
01-07-2023,1
soloadventurer,1
#discovernewplaces,1
628,2
car,1
reminiscing,2
classics,1
ruled,1
roads.,1
rev.,1
#vintagecars,1
#classicrides,1
02-07-2023,1
carenthusiastsenior,1
#roadtripdownmemorylane,1
#seniorcars,1
629,2
growing,1
plants,1
friendships,1
too.,1
green,1
thumbs,1
unite!,1
#communitygarden,1
#seniorgardener,1
03-07-2023,1
greenthumbsenior,1
#gardenfriends,1
#seniorgreenthumb,1
630,2
hosted,4
"dinner,",1
echoed,1
louder,1
clinking,1
utensils.,1
"family,",1
#familydinner,1
#seniorhost,1
04-07-2023,1
familyhostsenior,1
#heartwarmingmoments,1
#seniorfamily,1
631,2
enrolled,1
class,4
"seniors,",2
moving,1
number,2
floor.,2
#danceclass,1
#seniordancer,2
05-07-2023,1
danceenthusiastsenior,1
#dancelife,1
#seniormoves,1
632,2
visited,1
"gallery,",1
tell,1
"art,",2
eternal,1
#artgallery,1
#seniorartlover,1
06-07-2023,1
artgalleryvisitor,1
#creativeexpressions,1
#seniorart,1
633,2
club,5
novels.,1
#bookclub,2
#seniorreaders,1
07-07-2023,1
seniorbookclub,1
#bookishtalks,1
#seniorbookworms,1
634,2
picnic,1
"park,",1
sunshine.,1
"joys,",1
#parkpicnic,1
#seniorjoy,1
08-07-2023,1
seniorpicnichost,1
#friendshipsunshine,1
#seniormemories,1
635,2
theater,1
"production,",1
proving,3
belongs,1
age.,1
#theaterproduction,1
#senioractor,1
09-07-2023,1
senioractor,1
#stagepassion,1
#seniortheater,1
636,2
mountaintop.,1
#seniorhiker,1
10-07-2023,1
seniorhikerexplorer,1
#naturetrailblazer,1
637,2
exhibition,1
featuring,1
snapshots,1
tell.,1
#photographyexhibition,1
11-07-2023,1
seniorphotographerexhibitor,1
#lifeinpictures,1
#seniorexhibition,1
638,2
seniors',2
wind,1
hair,4
road.,1
#cyclingclub,1
#seniorcyclist,1
12-07-2023,1
seniorcyclingenthusiast,1
#openroadadventures,1
#seniorcycling,1
639,2
wine,1
tasting,1
"event,",2
richness,1
fine,1
wine.,1
years!,1
#winetasting,1
#seniorwinelover,1
13-07-2023,1
seniorwineconnoisseur,1
#agedtoperfection,1
#seniorcheers,1
640,2
"dancing,",1
gliding,1
gracefully,1
across,2
ageless,1
step.,1
#ballroomdancing,1
seniorballroomdancer,1
#gracefulmoves,1
#seniordance,1
641,2
organized,3
blank,1
canvases,1
#paintingevent,1
15-07-2023,1
seniorpaintingorganizer,1
#communityart,1
642,2
'memory,1
lane',1
adventures,3
shaped,1
lives.,1
#seniorreminiscing,1
16-07-2023,1
seniormemorieshost,1
#friendshipadventures,1
#seniornostalgia,1
643,2
cosmos.,1
#astronomyclub,1
#seniorstargazer,1
17-07-2023,1
seniorstargazer,1
#celestialwonders,1
#seniorastronomy,1
644,2
toes,1
tunes,1
have,3
stood,1
test,1
affair.,1
#jazzfestival,1
#seniormusiclover,1
18-07-2023,1
seniorjazzfestivalgoer,1
645,2
gained,1
"years,",1
chance,1
grow.,1
#seniorwisdom,1
#blog,1
19-07-2023,1
wisdombloggersenior,1
#seniorblog,1
646,2
"run,",1
barrier,1
meaningful,1
causes.,2
#charityrun,1
#seniorrunner,1
20-07-2023,1
seniorcharityrunner,1
#runforacause,1
#seniorsupport,1
647,2
physics,1
exam.,1
"equations,",1
won't,1
me!,1
relief,1
01-08-2023,1
physicswhizhighschool,1
#physicssurvivor,1
#highschooladventures,1
648,2
coding.,1
debugging,1
own!,1
#codingjourney,1
#highschoolcoder,1
02-08-2023,1
codeexplorerhighschool,1
#codingadventure,1
#highschoolcoderlife,1
649,2
school,10
debate,2
words,1
"weapons,",1
i'm,1
ready,1
battle!,1
03-08-2023,1
debatewarriorhighschool,1
#debatewarrior,1
#highschooldebater,1
650,2
school.,2
"moments,",1
time!,1
04-08-2023,1
photoclubhighschool,1
#photographyclub,1
#highschoolphotographer,1
651,2
daydreaming,1
prom.,1
"dress,",1
–,1
fairytale,1
making!,2
05-08-2023,1
promdreamerhighschool,1
#promdreams,1
#highschoolfairytale,1
652,2
convinced,1
teacher,2
equations,1
side,1
fresh,1
air!,1
06-08-2023,1
outdoorclasshighschool,1
#outdoorclassroom,1
#highschoolexplorer,1
653,2
accidentally,5
spilled,1
paint,1
class.,1
right?,1
#artclassadventures,1
#highschoolartist,1
embarrassed,8
07-08-2023,1
paintspillhighschool,1
#artisticmishaps,1
#highschoolart,4
654,2
master,1
kickflip,1
skateboard.,1
skating,1
pro!,1
08-08-2023,1
skateprohighschool,1
#skaterlife,1
#highschoolskater,1
655,2
bonding,1
k-pop,1
sensation.,1
fangirling,1
finest!,1
09-08-2023,1
kpopfangirlhighschool,1
#kpopfangirl,1
#highschoolmusic,1
656,2
perfecting,2
chemistry,1
experiment.,3
mixing,1
potions,1
wizard!,1
10-08-2023,1
chemistrywizardhighschool,1
#chemistrywizard,1
#highschoolscientist,1
657,2
party,3
expert,2
mode:,3
achieved!,1
11-08-2023,1
birthdaypartyplannerhighschool,1
#birthdayparty,1
#highschoolcelebration,2
658,2
drama,1
unleash,1
actor.,1
"camera,",1
action!,1
12-08-2023,1
dramaclubstarhighschool,1
#dramaclubstar,1
#highschoolactor,1
659,2
fantasy,1
realms,1
adventure!,1
13-08-2023,1
fantasybooknerdhighschool,1
#fantasybooknerd,1
#highschoolreader,1
660,2
mastering,1
doodle,1
boring,1
classes.,2
doodles:,1
a+!,2
14-08-2023,1
doodlemasterhighschool,1
#doodlemaster,1
661,2
attempting,4
break,1
longest,1
handstand.,1
wish,1
luck!,1
15-08-2023,1
handstandchallengehighschool,1
#handstandchallenge,1
#highschoolathlete,3
662,2
sneaking,1
pro.,1
snack-smuggling,1
sacred,1
skill!,2
mischievous,2
16-08-2023,1
snacksmugglerhighschool,1
#snacksmuggler,1
#highschoolsnacks,2
663,2
hosting,1
sleepover,1
memories!,1
17-08-2023,1
sleepoverhosthighschool,1
#sleepoverfun,1
#highschoolmemories,3
664,2
tiktok,1
"dance,",2
realize,1
two,1
feet.,1
fail:,4
unleashed!,2
18-08-2023,1
tiktokfailhighschool,1
#dancefail,1
#highschooltiktok,1
665,2
liked,1
crush's,1
stalking,1
profile.,1
awkward,2
maximum!,1
19-08-2023,1
socialmediablunderhighschool,1
#socialmediablunder,1
#highschoolawkward,3
666,2
tried,2
impress,3
smooth,2
conversation.,1
spilling,1
drink.,1
nonexistent!,1
20-08-2023,1
crushfailhighschool,1
#crushfail,1
#highschoolembarrassment,2
667,2
mastered,1
paper,2
airplanes,1
lecture.,2
planes:,1
heights!,1
21-08-2023,1
paperplaneexperthighschool,1
#paperplaneexpert,1
668,2
set,2
trend,1
textbooks,1
academic,2
juggling:,1
22-08-2023,1
jugglingprohighschool,1
#textbookjuggling,1
#highschoolskills,2
669,2
hiding,1
snack,2
stash,1
backpack,1
emergency,1
cravings.,1
ninja,1
activated!,2
23-08-2023,1
snackninjahighschool,1
#snackninja,1
670,2
scavenger,1
hunt,1
excitement!,1
24-08-2023,1
scavengerhuntmasterhighschool,1
#surpriseadventure,1
#highschoolfun,1
671,2
celebrate,1
exams.,2
dance:,1
unexpectedly,1
refreshing!,1
25-08-2023,1
raindancecelebrationhighschool,1
#raindance,1
#highschooljoy,1
672,2
sent,2
text,1
meant,1
chat.,1
texting,1
oops,1
moment!,1
26-08-2023,1
groupchatblunderhighschool,1
#textingfail,1
673,2
trick,1
classmates.,3
did,1
go?,1
27-08-2023,1
magicfailhighschool,1
#magicfail,1
#highschoolmagic,1
674,2
origami,2
dull,1
mastery:,1
28-08-2023,1
origamiprohighschool,1
#origamimaster,1
675,2
consecutive,2
hacky,2
sack,2
kicks.,1
skills:,1
29-08-2023,1
hackysackchampionhighschool,1
#hackysackchallenge,1
676,2
secret,1
handshake,1
expert!,1
30-08-2023,1
secrethandshakehighschool,1
677,2
burger,2
joint,1
town.,1
connoisseur:,1
reporting,1
duty!,1
31-08-2023,1
burgerquesthighschool,1
#burgerquest,1
#highschoolfoodie,1
678,2
talent,3
gig:,1
01-09-2023,1
comedygeniushighschool,1
#highschooltalent,1
679,2
letter,2
person.,1
maximum,1
embarrassment!,1
02-09-2023,1
loveletterblunderhighschool,1
#loveletterfail,1
680,2
elaborate,1
science,5
geek,1
scienceexperimentprohighschool,1
#sciencegeek,1
#highschoolexperiments,1
681,2
bracelets,1
squad.,1
weaver!,1
04-09-2023,1
braceletcraftsmanhighschool,1
#friendshipbracelets,1
#highschoolcrafts,1
682,2
beat,1
cartwheels.,1
cartwheel,1
challenge:,1
underway!,1
05-09-2023,1
cartwheelmasterhighschool,1
#cartwheelchallenge,1
683,2
organizing,3
marathon,1
popcorn,1
await!,1
06-09-2023,1
moviemarathonhosthighschool,1
684,2
experimenting,2
color.,1
bold,2
semester!,1
07-09-2023,1
haircolorexperimenthighschool,1
#hairexperiment,1
#highschoolstyle,1
685,2
capsule,1
capture,1
future.,1
time-traveling,1
emotions!,1
08-09-2023,1
timecapsulecreatorhighschool,1
#timecapsule,1
#highschoolnostalgia,1
686,2
walked,1
classroom,2
mix-up:,1
start!,1
09-09-2023,1
classroomblunderhighschool,1
#firstdayoops,1
687,2
smoothie,2
healthy,1
start,1
week.,1
enthusiast:,1
level,1
up!,1
10-09-2023,1
smoothieconnoisseurhighschool,1
#healthyliving,1
#highschoolwellness,1
688,2
year.,1
assignments.,1
sad,9
11-09-2023,1
overwhelmedhighschoolstudent,1
#schoolchallenges,1
#highschoolstruggles,3
689,2
encountered,1
mean-spirited,1
comments,3
online.,1
dealing,3
online,4
hate,8
easy.,1
12-09-2023,1
dealingwithhatehighschool,1
#onlinehate,1
#highschoolreality,2
690,2
bad,12
everything,1
going,1
wrong.,1
13-09-2023,1
toughdayhighschool,1
#badday,1
#highschoolblues,1
691,2
lingers.,1
14-09-2023,1
sportsteamrejectionhighschool,1
#highschoolsports,2
692,2
argument,1
cafeteria.,1
unpleasant,1
atmosphere,1
lunch.,1
15-09-2023,1
cafeteriaconflicthighschool,1
#cafeteriadrama,1
#highschooltension,1
693,2
not-so-great,1
grade,1
major,2
setting,1
in.,1
16-09-2023,1
projectgradedisappointmenthighschool,1
#academicfrustration,1
#highschoolstress,1
694,2
sometimes,2
17-09-2023,1
personalsetbackhighschool,1
#lifechallenges,1
695,2
lonely,1
saturday,1
expected.,1
18-09-2023,1
lonelysaturdayhighschool,1
#lonelynights,1
#highschoolemotions,2
696,2
cyberbullying.,1
hateful,2
messages,1
disheartening.,1
19-09-2023,1
cyberbullyingvictimhighschool,1
#stopcyberbullying,1
697,2
torrential,1
rainstorm,1
umbrella.,1
today's,1
luck.,1
20-09-2023,1
rainydayblueshighschool,1
#badluck,1
#highschoolweather,1
698,2
important,2
due,2
circumstances.,2
sadness.,2
21-09-2023,1
missedopportunityhighschool,1
#highschoolregret,2
699,2
unfounded,1
rumors,2
circulating,1
can,3
hurtful.,1
22-09-2023,1
rumorvictimhighschool,1
#rumormills,1
#highschooldrama,1
700,2
flat,1
meeting.,1
talk,1
events!,1
23-09-2023,1
flattirewoeshighschool,1
